"旧相对路径","新相对路径","操作类型","原因","大小"
"01、玄幻\58、剑 道\《剑道第一仙》（校对版）.txt","01、玄幻\《剑道第一仙》（校对版）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","25274654"
"01、玄幻\59、巫 x x 界\《巫师世界》（精校版全本）.txt","01、玄幻\《巫师世界》（精校版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","4459631"
"01、玄幻\60、永 恒\《永恒剑主》（校对版全本）.txt","01、玄幻\《永恒剑主》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","6918101"
"01、玄幻\61、召 唤\《召唤梦魇》（校对版全本）.txt","01、玄幻\《召唤梦魇》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","4570041"
"01、玄幻\62、万 千\《万千之心》（校对版全本）.txt","01、玄幻\《万千之心》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","3602394"
"01、玄幻\63、十 方\《十方武圣》（校对版全本）.txt","01、玄幻\《十方武圣》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","6534456"
"01、玄幻\64、修 行\《我的属性修行人生》（校对版）.txt","01、玄幻\《我的属性修行人生》（校对版）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","5437091"
"01、玄幻\65、太 古\《太古神王》（校对版全本）.txt","01、玄幻\《太古神王》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","13333337"
"01、玄幻\66、绝 世\《绝世武神》（校对版全本）.txt","01、玄幻\《绝世武神》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","14606063"
"01、玄幻\67、太 平\《太平令》（校对版）.txt","01、玄幻\《太平令》（校对版）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","10584840"
"01、玄幻\68、图 书 馆\《天道图书馆》（校对版全本）.txt","01、玄幻\《天道图书馆》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","13866425"
"01、玄幻\69、牧 龙 师\《牧龙师》（校对版全本）.txt","01、玄幻\《牧龙师》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","7695039"
"01、玄幻\70、明 日\《明日之劫》（校对版全本）.txt","01、玄幻\《明日之劫》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","5792715"
"01、玄幻\71、超 神\《超级神基因》（校对版全本）.txt","01、玄幻\《超级神基因》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","15526068"
"01、玄幻\72、禁 区\《神话禁区》（校对版全本）.txt","01、玄幻\《神话禁区》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","4364067"
"01、玄幻\73、天 阿\《天阿降临》（校对版）.txt","01、玄幻\《天阿降临》（校对版）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","11174022"
"01、玄幻\74、逆 天\《逆天邪神》（校对版）.txt","01、玄幻\《逆天邪神》（校对版）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","22989277"
"01、玄幻\75、傲 世\《傲世九重天》（精校版全本）.txt","01、玄幻\《傲世九重天》（精校版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","17893799"
"01、玄幻\76、凌 天\《凌天传说》（校对版全本）.txt","01、玄幻\《凌天传说》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","4984079"
"01、玄幻\77、至 尊\《我是至尊》（校对版全本）.txt","01、玄幻\《我是至尊》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","9907038"
"01、玄幻\78、苍 穹\《天域苍穹》（校对版全本）.txt","01、玄幻\《天域苍穹》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","10823358"
"01、玄幻\79、左 道\《御道倾天》（校对版全本）.txt","01、玄幻\《御道倾天》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","10483685"
"01、玄幻\80、小 师 叔\《有请小师叔》（校对版全本）.txt","01、玄幻\《有请小师叔》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","3600299"
"01、玄幻\81、原 始\《原始战记》（校对版全本）.txt","01、玄幻\《原始战记》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","5399038"
"01、玄幻\82、罪 恶\《罪恶之城》（校对版全本）.txt","01、玄幻\《罪恶之城》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","8876595"
"01、玄幻\83、史 上\《史上最强师兄》（校对版全本）.txt","01、玄幻\《史上最强师兄》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","8445912"
"01、玄幻\84、别 秀\《公子别秀》（校对版全本）.txt","01、玄幻\《公子别秀》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","3260160"
"01、玄幻\85、史 上\《史上第一祖师爷》（校对版）.txt","01、玄幻\《史上第一祖师爷》（校对版）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","9790407"
"01、玄幻\86、魔 皇\《我夺舍了魔皇》（校对版）.txt","01、玄幻\《我夺舍了魔皇》（校对版）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","4864191"
"01、玄幻\87、天 师\《从天师府开始》（校对版）.txt","01、玄幻\《从天师府开始》（校对版）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","11681411"
"01、玄幻\88、万 古\《万古神帝》（校对版全本）.epub","01、玄幻\《万古神帝》（校对版全本）.epub","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","23953801"
"01、玄幻\89、金 丹\《金丹是恒星，你管这叫修仙？》（校对版）.txt","01、玄幻\《金丹是恒星，你管这叫修仙？》（校对版）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","9040608"
"01、玄幻\90、乌 托 邦\《故障乌托邦》（校对版）.txt","01、玄幻\《故障乌托邦》（校对版）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","4317664"
"01、玄幻\91、人H纪\《人皇纪》（校对版全本）.txt","01、玄幻\《人皇纪》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","16492110"
"01、玄幻\92、魔 神\《魔神乐园》（校对版全本）.txt","01、玄幻\《魔神乐园》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","5543010"
"01、玄幻\93、普 罗\《普罗之主》（精校版）.txt","01、玄幻\《普罗之主》（精校版）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","14670799"
"02、仙侠\01、FRXXZ\《凡人修仙之仙界篇》（校对版全本）.txt","02、仙侠\《凡人修仙之仙界篇》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","9331772"
"02、仙侠\01、FRXXZ\《凡人修仙传》（校对版全本+番外）.txt","02、仙侠\《凡人修仙传》（校对版全本+番外）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","15224548"
"02、仙侠\02、大奉打更人\《大奉打更人》（校对版）.txt","02、仙侠\《大奉打更人》（校对版）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","8380410"
"02、仙侠\03、我师兄实在太稳健了\《我师兄实在太稳健了》（校对版全本）.txt","02、仙侠\《我师兄实在太稳健了》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","8047351"
"02、仙侠\04、仙逆\《仙逆》（校对版全本）.txt","02、仙侠\《仙逆》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","13674546"
"02、仙侠\05、一念永恒\《一念永恒》（校对版全本）.txt","02、仙侠\《一念永恒》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","7774272"
"02、仙侠\06、神秘复苏\《神秘复苏》（精校版全本）.txt","02、仙侠\《神秘复苏》（精校版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","11602098"
"02、仙侠\07、飞剑\《飞剑问道》（校对版全本）.txt","02、仙侠\《飞剑问道》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","4358664"
"02、仙侠\08、玄界zm\《玄界之门》（精校版全本）.txt","02、仙侠\《玄界之门》（精校版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","7024960"
"02、仙侠\09、魔tj\《魔天记》（精校版全本）.txt","02、仙侠\《魔天记》（精校版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","10455267"
"02、仙侠\10、灭世TL\《灭运图录》（精校版全本）.txt","02、仙侠\《灭运图录》（精校版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","5966571"
"02、仙侠\11、q魔\《求魔》（校对版全本）.txt","02、仙侠\《求魔》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","9519341"
"02、仙侠\12、我欲ft\《我欲封天》（校对版全本）.txt","02、仙侠\《我欲封天》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","10384405"
"02、仙侠\13、三寸rj\《三寸人间》（校对版全本）.txt","02、仙侠\《三寸人间》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","8003839"
"02、仙侠\14、莽荒j\《莽荒纪》（校对版全本）.txt","02、仙侠\《莽荒纪》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","9078724"
"02、仙侠\15、星辰\《星辰变》（校对版全本）.txt","02、仙侠\《星辰变》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","5548542"
"02、仙侠\16、寸芒\《寸芒》（校对版全本）.txt","02、仙侠\《寸芒》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","3752259"
"02、仙侠\17、星峰\《星峰传说》（校对版全本）.txt","02、仙侠\《星峰传说》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","2988483"
"02、仙侠\18、大梦z\《大梦主》（校对版全本）.txt","02、仙侠\《大梦主》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","9407188"
"02、仙侠\19、dz\《帝尊》（校对版全本+番外）.txt","02、仙侠\《帝尊》（校对版全本+番外）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","11468343"
"02、仙侠\20、剑L\《剑来》（精校版全本）.txt","02、仙侠\《剑来》（精校版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","39779803"
"02、仙侠\21、极道\《极道天魔》（校对版全本）.txt","02、仙侠\《极道天魔》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","8516214"
"02、仙侠\22、诛仙\《诛仙》（校对版全本）.txt","02、仙侠\《诛仙》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","3206473"
